,content,publish_time,s_publish_time,sentiment,1. open,2. high,3. low,4. close,5. volume,same_day_change,same_day_percentage_change,1_day_change,1_day_percentage_change,same_day_accuracy,1_day_accuracy
99,,,2011-11-18 00:00:00+00:00,,33.64,34.11,32.54,32.6,902800.0,-1.0399999999999991,-0.03091557669441139,-1.0799999999999983,-0.03206650831353919,,
99,,,2011-11-21 00:00:00+00:00,,32.44,32.44,31.05,31.76,1031600.0,-0.6799999999999962,-0.020961775585696556,-0.8399999999999999,-0.025766871165644134,,
99,,,2011-11-22 00:00:00+00:00,,31.76,32.79,31.05,32.07,732600.0,0.3099999999999987,0.009760705289672503,0.3099999999999987,0.009760705289672433,,
99,,,2011-11-23 00:00:00+00:00,,31.76,32.05,31.25,31.45,451800.0,-0.3100000000000023,-0.009760705289672615,-0.620000000000001,-0.019332709697536643,,
99,,,2011-11-25 00:00:00+00:00,,31.55,32.41,31.08,31.66,239600.0,0.10999999999999943,0.0034865293185419787,0.21000000000000085,0.006677265500794949,,
99,,,2011-11-28 00:00:00+00:00,,32.0,33.28,31.81,32.56,681200.0,0.5600000000000023,0.01750000000000007,0.9000000000000021,0.028427037271004485,,
99,,,2011-11-29 00:00:00+00:00,,32.49,33.07,31.63,31.75,591100.0,-0.740000000000002,-0.022776238842720897,-0.8100000000000023,-0.02487714987714995,,
99,,,2011-11-30 00:00:00+00:00,,32.5,32.93,32.22,32.74,760300.0,0.240000000000002,0.007384615384615446,0.990000000000002,0.031181102362204838,,
99,,,2011-12-01 00:00:00+00:00,,32.57,33.99,31.98,32.6,1030200.0,0.030000000000001137,0.0009210930303961049,-0.14000000000000057,-0.004276114844227297,,
99,,,2011-12-02 00:00:00+00:00,,32.83,33.69,32.4,33.3,802800.0,0.46999999999999886,0.014316174230886351,0.6999999999999957,0.021472392638036686,,
99,,,2011-12-05 00:00:00+00:00,,33.53,35.0,33.4301,34.42,1160100.0,0.8900000000000006,0.026543393975544304,1.1200000000000045,0.03363363363363381,,
99,,,2011-12-06 00:00:00+00:00,,34.2,34.98,34.031,34.87,951800.0,0.6699999999999946,0.01959064327485364,0.44999999999999574,0.013073794305636044,,
99,,,2011-12-07 00:00:00+00:00,,34.63,34.89,33.8,34.19,674300.0,-0.44000000000000483,-0.012705746462604816,-0.6799999999999997,-0.019501003728133015,,
99,,,2011-12-08 00:00:00+00:00,,30.84,31.65,29.61,30.89,3305800.0,0.05000000000000071,0.001621271076524018,-3.299999999999997,-0.09651945013161733,,
99,,,2011-12-09 00:00:00+00:00,,30.54,31.12,30.28,31.04,1239500.0,0.5,0.016371971185330715,0.14999999999999858,0.004855940433797334,,
99,,,2011-12-12 00:00:00+00:00,,30.44,30.62,30.02,30.41,758700.0,-0.030000000000001137,-0.0009855453350854511,-0.629999999999999,-0.020296391752577247,,
99,,,2011-12-13 00:00:00+00:00,,30.57,30.93,28.911,29.45,994100.0,-1.120000000000001,-0.036637226038599965,-0.9600000000000009,-0.03156856297270638,,
99,,,2011-12-14 00:00:00+00:00,,29.5,29.68,28.0,28.53,1163900.0,-0.9699999999999989,-0.03288135593220335,-0.9199999999999982,-0.031239388794567002,,
99,,,2011-12-15 00:00:00+00:00,,28.67,29.17,28.12,28.62,700300.0,-0.05000000000000071,-0.0017439832577607502,0.08999999999999986,0.003154574132492094,,
99,,,2011-12-16 00:00:00+00:00,,28.79,28.93,27.98,28.0,1029700.0,-0.7899999999999991,-0.02744008336227854,-0.620000000000001,-0.021663172606568915,,
99,,,2011-12-19 00:00:00+00:00,,28.09,28.5,27.37,27.75,987000.0,-0.33999999999999986,-0.012103951584193659,-0.25,-0.008928571428571397,,
99,,,2011-12-20 00:00:00+00:00,,28.05,28.45,27.715,27.9,843300.0,-0.15000000000000213,-0.0053475935828877766,0.14999999999999858,0.00540540540540535,,
99,,,2011-12-21 00:00:00+00:00,,27.91,28.07,26.03,27.57,1705500.0,-0.33999999999999986,-0.012182013615191683,-0.3299999999999983,-0.011827956989247213,,
99,,,2011-12-22 00:00:00+00:00,,27.6,28.05,27.3,27.77,1009400.0,0.16999999999999815,0.006159420289855005,0.1999999999999993,0.007254261878853807,,
99,,,2011-12-23 00:00:00+00:00,,28.0,28.0,27.52,27.9,591400.0,-0.10000000000000142,-0.003571428571428622,0.129999999999999,0.004681310767014724,,
99,,,2011-12-27 00:00:00+00:00,,27.66,28.77,27.64,28.57,777500.0,0.9100000000000001,0.03289949385394071,0.6700000000000017,0.024014336917562717,,
99,,,2011-12-28 00:00:00+00:00,,28.99,29.2395,28.04,28.51,575200.0,-0.4799999999999969,-0.016557433597792236,-0.05999999999999872,-0.0021001050052502634,,
99,,,2011-12-29 00:00:00+00:00,,28.59,29.34,28.549,28.73,488200.0,0.14000000000000057,0.004896817068905232,0.21999999999999886,0.007716590669940349,,
99,,,2011-12-30 00:00:00+00:00,,28.49,28.98,28.25,28.56,339800.0,0.07000000000000028,0.002457002457002467,-0.1700000000000017,-0.00591715976331364,,
99,,,2012-01-03 00:00:00+00:00,,28.94,29.5,27.65,28.08,928100.0,-0.860000000000003,-0.029716655148583376,-0.4800000000000004,-0.01680672268907568,,
99,,,2012-01-04 00:00:00+00:00,,28.21,28.67,27.5,27.71,630100.0,-0.5,-0.017724211272598368,-0.36999999999999744,-0.013176638176638056,,
99,,,2012-01-05 00:00:00+00:00,,27.76,27.93,26.85,27.12,1005500.0,-0.6400000000000006,-0.023054755043227685,-0.5899999999999999,-0.021291952363767574,,
99,,,2012-01-06 00:00:00+00:00,,27.2,27.79,26.41,26.91,986300.0,-0.28999999999999915,-0.010661764705882322,-0.21000000000000085,-0.007743362831858391,,
99,,,2012-01-09 00:00:00+00:00,,27.0,27.49,26.12,27.25,897000.0,0.25,0.009259259259259259,0.33999999999999986,0.01263470828688229,,
99,,,2012-01-10 00:00:00+00:00,,27.44,27.76,27.25,27.62,671800.0,0.17999999999999972,0.0065597667638483854,0.370000000000001,0.013577981651376136,,
99,,,2012-01-11 00:00:00+00:00,,27.62,28.38,27.3,28.23,672300.0,0.6099999999999994,0.022085445329471376,0.6099999999999994,0.02208544532947143,,
99,,,2012-01-12 00:00:00+00:00,,28.48,28.62,27.805,28.25,729300.0,-0.23000000000000043,-0.008075842696629228,0.019999999999999574,0.000708466170740385,,
99,,,2012-01-13 00:00:00+00:00,,28.4,28.5,22.64,22.79,5500400.0,-5.609999999999999,-0.19753521126760562,-5.460000000000001,-0.1932743362831859,,
99,,,2012-01-17 00:00:00+00:00,,26.62,27.34,26.41,26.6,4651600.0,-0.019999999999999574,-0.0007513148009015618,3.8100000000000023,0.1671785870996052,,
99,,,2012-01-18 00:00:00+00:00,,26.69,26.88,26.25,26.81,1260200.0,0.11999999999999744,0.004496065942300391,0.2099999999999973,0.007894736842105177,,
99,,,2012-01-19 00:00:00+00:00,,27.19,27.74,26.61,26.76,1246300.0,-0.4299999999999997,-0.01581463773446119,-0.04999999999999716,-0.0018649757553150792,,
99,,,2012-01-20 00:00:00+00:00,,26.9,27.0,26.4,26.6,662300.0,-0.29999999999999716,-0.011152416356877219,-0.16000000000000014,-0.005979073243647215,,
99,,,2012-01-23 00:00:00+00:00,,26.81,27.21,26.6,26.77,594600.0,-0.03999999999999915,-0.001491980604252113,0.16999999999999815,0.006390977443609058,,
99,,,2012-01-24 00:00:00+00:00,,26.63,27.68,26.4399,27.42,858000.0,0.7900000000000027,0.029665790461885194,0.6500000000000021,0.024280911468061328,,
99,,,2012-01-25 00:00:00+00:00,,27.27,28.01,27.05,27.97,611200.0,0.6999999999999993,0.025669233590025643,0.5499999999999972,0.02005835156819824,,
99,,,2012-01-26 00:00:00+00:00,,28.07,29.58,28.0,28.94,1271100.0,0.870000000000001,0.030993943712148236,0.9700000000000024,0.03468001430103684,,
99,,,2012-01-27 00:00:00+00:00,,28.5,29.72,28.5,29.33,748400.0,0.8299999999999983,0.0291228070175438,0.389999999999997,0.013476157567380742,,
99,,,2012-01-30 00:00:00+00:00,,29.49,29.61,28.529,29.57,729000.0,0.08000000000000185,0.0027127839945744947,0.240000000000002,0.008182748039549992,,
99,,,2012-01-31 00:00:00+00:00,,29.9,30.0,28.87,29.07,956400.0,-0.8299999999999983,-0.02775919732441466,-0.5,-0.01690902942171124,,
99,,,2012-02-01 00:00:00+00:00,,29.07,29.7,29.0,29.58,523200.0,0.509999999999998,0.01754385964912274,0.509999999999998,0.01754385964912264,,
99,,,2012-02-02 00:00:00+00:00,,29.72,30.88,29.605,30.25,805700.0,0.5300000000000011,0.017833109017496674,0.6700000000000017,0.022650439486139318,,
99,,,2012-02-03 00:00:00+00:00,,30.41,31.33,30.25,31.15,764500.0,0.7399999999999984,0.024334100624794425,0.8999999999999986,0.02975206611570247,,
99,,,2012-02-06 00:00:00+00:00,,31.1,31.9,31.05,31.8,652100.0,0.6999999999999993,0.02250803858520898,0.6500000000000021,0.020866773675762618,,
99,,,2012-02-07 00:00:00+00:00,,31.8,31.8,30.82,31.6,1021600.0,-0.1999999999999993,-0.006289308176100607,-0.1999999999999993,-0.0062893081761006275,,
99,,,2012-02-08 00:00:00+00:00,,31.6,32.01,31.29,31.93,623700.0,0.3299999999999983,0.01044303797468349,0.3299999999999983,0.0104430379746836,,
99,,,2012-02-09 00:00:00+00:00,,32.0,32.9,31.43,32.58,1277100.0,0.5799999999999983,0.018124999999999947,0.6499999999999986,0.020357031005324044,,
99,,,2012-02-10 00:00:00+00:00,,32.26,32.2695,29.84,31.1,1874200.0,-1.1599999999999966,-0.03595784252944813,-1.4799999999999969,-0.04542664211172487,,
99,,,2012-02-13 00:00:00+00:00,,31.55,32.06,30.9,31.49,1157900.0,-0.060000000000002274,-0.001901743264659343,0.389999999999997,0.012540192926044913,,
99,,,2012-02-14 00:00:00+00:00,,31.74,33.79,31.4,33.17,1810800.0,1.4300000000000033,0.045053560176433624,1.6800000000000033,0.053350269926961014,,
99,,,2012-02-15 00:00:00+00:00,,33.1,34.41,32.27,33.6,2761800.0,0.5,0.015105740181268881,0.4299999999999997,0.012963521254145238,,
99,,,2012-02-16 00:00:00+00:00,,33.5,34.51,32.54,34.18,2219700.0,0.6799999999999997,0.02029850746268656,0.5799999999999983,0.0172619047619047,,
99,,,2012-02-17 00:00:00+00:00,,33.99,34.97,33.5,34.97,1376700.0,0.9799999999999969,0.028832009414533594,0.7899999999999991,0.023112931538911585,,
99,,,2012-02-21 00:00:00+00:00,,34.87,34.87,33.81,34.5,1135800.0,-0.36999999999999744,-0.010610840263837037,-0.46999999999999886,-0.01344009150700598,,
99,,,2012-02-22 00:00:00+00:00,,34.5,34.72,32.5,34.22,1654600.0,-0.28000000000000114,-0.00811594202898554,-0.28000000000000114,-0.008115942028985579,,
99,,,2012-02-23 00:00:00+00:00,,33.86,34.97,33.56,34.53,820400.0,0.6700000000000017,0.01978735971647967,0.3100000000000023,0.00905902980713047,,
99,,,2012-02-24 00:00:00+00:00,,34.23,34.52,33.27,33.75,959900.0,-0.4799999999999969,-0.014022787028921908,-0.7800000000000011,-0.022589052997393555,,
99,,,2012-02-27 00:00:00+00:00,,33.41,34.0,33.0,33.62,606000.0,0.21000000000000085,0.0062855432505238215,-0.13000000000000256,-0.003851851851851884,,
99,,,2012-02-28 00:00:00+00:00,,33.64,34.44,33.17,33.81,612200.0,0.1700000000000017,0.005053507728894224,0.19000000000000483,0.005651397977394446,,
99,,,2012-02-29 00:00:00+00:00,,33.81,34.12,33.14,33.41,535700.0,-0.4000000000000057,-0.011830819284235601,-0.4000000000000057,-0.011830819284235572,,
99,,,2012-03-01 00:00:00+00:00,,33.51,34.5,33.305,34.41,703500.0,0.8999999999999986,0.02685765443151294,1.0,0.02993115833582749,,
99,,,2012-03-02 00:00:00+00:00,,34.4,34.5,33.71,34.04,550000.0,-0.35999999999999943,-0.010465116279069752,-0.36999999999999744,-0.01075268817204289,,
99,,,2012-03-05 00:00:00+00:00,,34.35,34.4,33.46,33.77,467000.0,-0.5799999999999983,-0.01688500727802033,-0.269999999999996,-0.007931844888366513,,
99,,,2012-03-06 00:00:00+00:00,,33.25,33.28,32.62,33.11,573800.0,-0.14000000000000057,-0.004210526315789491,-0.6600000000000037,-0.019543973941368198,,
99,,,2012-03-07 00:00:00+00:00,,33.12,33.315,32.9105,33.12,364900.0,0.0,0.0,0.00999999999999801,0.000302023557837483,,
99,,,2012-03-08 00:00:00+00:00,,33.11,33.49,33.04,33.07,633300.0,-0.03999999999999915,-0.0012080942313500195,-0.04999999999999716,-0.0015096618357487435,,
99,,,2012-03-09 00:00:00+00:00,,33.2,35.31,33.2,34.74,1553400.0,1.5399999999999991,0.046385542168674666,1.6700000000000017,0.050498941638947636,,
99,,,2012-03-12 00:00:00+00:00,,34.69,36.29,34.6,36.01,1963300.0,1.3200000000000003,0.038051311617180755,1.269999999999996,0.03655728267127212,,
99,,,2012-03-13 00:00:00+00:00,,36.51,36.59,35.5,36.09,1001600.0,-0.4199999999999946,-0.01150369761709106,0.0800000000000054,0.0022216051096919376,,
99,,,2012-03-14 00:00:00+00:00,,36.0,36.0,34.8,35.29,851500.0,-0.7100000000000009,-0.019722222222222245,-0.8000000000000043,-0.022166805209199336,,
99,,,2012-03-15 00:00:00+00:00,,35.28,35.48,34.78,35.0,571600.0,-0.28000000000000114,-0.007936507936507969,-0.28999999999999915,-0.00821762538962878,,
99,,,2012-03-16 00:00:00+00:00,,34.9,35.89,34.83,35.32,729300.0,0.4200000000000017,0.012034383954154777,0.3200000000000003,0.00914285714285712,,
99,,,2012-03-19 00:00:00+00:00,,35.26,35.32,34.54,34.98,1015600.0,-0.28000000000000114,-0.007941009642654599,-0.3400000000000034,-0.00962627406568528,,
99,,,2012-03-20 00:00:00+00:00,,34.98,35.2,34.57,34.96,567000.0,-0.01999999999999602,-0.0005717552887363071,-0.01999999999999602,-0.0005717552887363198,,
99,,,2012-03-21 00:00:00+00:00,,34.94,35.3,34.6,35.15,607200.0,0.21000000000000085,0.006010303377218113,0.18999999999999773,0.005434782608695565,,
99,,,2012-03-22 00:00:00+00:00,,34.97,35.15,34.3,34.4,522400.0,-0.5700000000000003,-0.016299685444666867,-0.75,-0.02133712660028453,,
99,,,2012-03-23 00:00:00+00:00,,34.26,34.63,33.15,34.08,1170600.0,-0.17999999999999972,-0.005253940455341498,-0.3200000000000003,-0.009302325581395321,,
99,,,2012-03-26 00:00:00+00:00,,35.59,38.09,35.0414,37.4,3140500.0,1.8099999999999952,0.05085698229839829,3.3200000000000003,0.09741784037558676,,
99,,,2012-03-27 00:00:00+00:00,,37.16,39.95,37.03,37.94,2539200.0,0.7800000000000011,0.020990312163616826,0.5399999999999991,0.01443850267379676,,
99,,,2012-03-28 00:00:00+00:00,,37.78,38.44,37.1104,37.85,955000.0,0.07000000000000028,0.0018528321863419874,-0.0899999999999963,-0.0023721665788085655,,
99,,,2012-03-29 00:00:00+00:00,,38.19,38.19,37.03,37.33,796400.0,-0.8599999999999994,-0.022518984027232247,-0.5200000000000031,-0.013738441215323749,,
99,,,2012-03-30 00:00:00+00:00,,37.52,37.94,36.68,37.24,886400.0,-0.28000000000000114,-0.0074626865671642085,-0.0899999999999963,-0.002410929547280949,,
99,,,2012-04-02 00:00:00+00:00,,37.33,37.97,36.53,36.58,1028600.0,-0.75,-0.02009107956067506,-0.6600000000000037,-0.01772287862513433,,
99,,,2012-04-03 00:00:00+00:00,,36.7,38.4696,36.67,38.01,1098100.0,1.3099999999999952,0.03569482288828325,1.4299999999999997,0.03909240021869875,,
99,,,2012-04-04 00:00:00+00:00,,35.27,35.49,34.69,35.0,4481800.0,-0.2700000000000031,-0.007655231074567709,-3.009999999999998,-0.07918968692449346,,
99,,,2012-04-05 00:00:00+00:00,,35.1,35.44,34.41,34.48,1509400.0,-0.6200000000000045,-0.017663817663817794,-0.5200000000000031,-0.014857142857142902,,
99,,,2012-04-09 00:00:00+00:00,,34.1,34.29,33.1,33.15,1655700.0,-0.9500000000000028,-0.027859237536656974,-1.3299999999999983,-0.038573085846867694,,
99,,,2012-04-10 00:00:00+00:00,,33.15,33.849,32.1,32.46,1847700.0,-0.6899999999999977,-0.020814479638008983,-0.6899999999999977,-0.020814479638008976,,
99,,,2012-04-11 00:00:00+00:00,,33.24,33.29,32.01,33.09,1105500.0,-0.14999999999999858,-0.004512635379061328,0.6300000000000026,0.019408502772643388,,
99,,,2012-04-12 00:00:00+00:00,,33.77,34.48,32.92,33.44,1033900.0,-0.3300000000000054,-0.009771986970684198,0.3499999999999943,0.010577213659715756,,
99,,,2012-04-13 00:00:00+00:00,,33.94,34.04,32.85,33.59,649600.0,-0.3499999999999943,-0.010312315851502486,0.15000000000000568,0.0044856459330144816,,
99,,,2012-04-16 00:00:00+00:00,,33.41,33.7,32.09,32.25,1099600.0,-1.1599999999999966,-0.034720143669559916,-1.3400000000000034,-0.03989282524560889,,
99,,,2012-04-17 00:00:00+00:00,,32.43,33.07,32.04,32.24,1115500.0,-0.18999999999999773,-0.00585877274128886,-0.00999999999999801,-0.00031007751937983663,,
99,,,2012-04-18 00:00:00+00:00,,32.09,32.75,31.53,32.66,823100.0,0.5699999999999932,0.017762542848239114,0.4199999999999946,0.013027295285359619,,
99,,,2012-04-19 00:00:00+00:00,,32.75,33.43,32.5,33.16,774900.0,0.4099999999999966,0.012519083969465545,0.5,0.015309246785058184,,
99,,,2012-04-20 00:00:00+00:00,,33.14,33.7299,32.94,33.16,821800.0,0.01999999999999602,0.0006035003017500308,0.0,0.0,,
99,,,2012-04-23 00:00:00+00:00,,32.86,32.97,31.71,31.94,890800.0,-0.9199999999999982,-0.027997565429093065,-1.2199999999999953,-0.03679131483715303,,
99,,,2012-04-24 00:00:00+00:00,,31.82,32.2,31.0,31.82,674500.0,0.0,0.0,-0.120000000000001,-0.0037570444583594487,,
99,,,2012-04-25 00:00:00+00:00,,32.07,32.99,32.07,32.91,712200.0,0.8399999999999963,0.026192703461178555,1.0899999999999963,0.03425518541797601,,
99,,,2012-04-26 00:00:00+00:00,,32.96,33.52,32.91,33.49,425300.0,0.5300000000000011,0.016080097087378675,0.5800000000000054,0.017623822546338763,,
99,,,2012-04-27 00:00:00+00:00,,33.6,33.63,32.91,33.34,591000.0,-0.259999999999998,-0.0077380952380951785,-0.14999999999999858,-0.004478948939982019,,
99,,,2012-04-30 00:00:00+00:00,,33.27,33.36,32.58,33.13,413900.0,-0.14000000000000057,-0.0042079951908626555,-0.21000000000000085,-0.006298740251949653,,
99,,,2012-05-01 00:00:00+00:00,,33.13,34.21,33.13,33.78,659000.0,0.6499999999999986,0.019619680048294553,0.6499999999999986,0.01961968004829462,,
99,,,2012-05-02 00:00:00+00:00,,33.5,34.39,33.39,33.94,497300.0,0.4399999999999977,0.013134328358208887,0.1599999999999966,0.00473653049141487,,
99,,,2012-05-03 00:00:00+00:00,,33.91,34.0,32.13,32.46,841300.0,-1.4499999999999957,-0.04276024771453836,-1.4799999999999969,-0.04360636417206831,,
99,,,2012-05-04 00:00:00+00:00,,32.2,32.46,31.4,31.83,1247500.0,-0.37000000000000455,-0.011490683229813805,-0.6300000000000026,-0.019408502772643277,,
99,,,2012-05-07 00:00:00+00:00,,31.96,32.58,31.61,32.47,1158000.0,0.509999999999998,0.015957446808510575,0.6400000000000006,0.020106817467797633,,
99,,,2012-05-08 00:00:00+00:00,,32.5,32.7281,29.37,30.19,3097200.0,-2.3099999999999987,-0.07107692307692304,-2.2799999999999976,-0.07021866338158289,,
99,,,2012-05-09 00:00:00+00:00,,30.3,30.77,29.76,30.06,1947900.0,-0.240000000000002,-0.007920792079207987,-0.13000000000000256,-0.004306061609804623,,
99,,,2012-05-10 00:00:00+00:00,,32.97,34.68,32.4,32.96,5556300.0,-0.00999999999999801,-0.0003033060357900519,2.900000000000002,0.09647371922821035,,
99,,,2012-05-11 00:00:00+00:00,,32.49,33.44,32.16,32.25,1221300.0,-0.240000000000002,-0.0073868882733149266,-0.7100000000000009,-0.021541262135922334,,
99,,,2012-05-14 00:00:00+00:00,,31.92,32.13,30.05,30.06,1380900.0,-1.860000000000003,-0.05827067669172941,-2.1900000000000013,-0.06790697674418611,,
99,,,2012-05-15 00:00:00+00:00,,30.26,30.96,29.22,29.43,1585700.0,-0.8300000000000018,-0.02742894910773304,-0.629999999999999,-0.020958083832335328,,
99,,,2012-05-16 00:00:00+00:00,,29.58,30.18,28.88,29.18,1257100.0,-0.3999999999999986,-0.013522650439486092,-0.25,-0.00849473326537542,,
99,,,2012-05-17 00:00:00+00:00,,29.3,29.79,28.24,28.57,1149000.0,-0.7300000000000004,-0.0249146757679181,-0.6099999999999994,-0.020904729266620903,,
99,,,2012-05-18 00:00:00+00:00,,28.37,28.46,26.83,27.56,1616500.0,-0.8100000000000023,-0.02855128657032084,-1.0100000000000016,-0.035351767588379435,,
99,,,2012-05-21 00:00:00+00:00,,27.58,29.26,27.12,28.77,1475200.0,1.1900000000000013,0.04314720812182746,1.2100000000000009,0.04390420899854863,,
99,,,2012-05-22 00:00:00+00:00,,30.1,31.34,30.0,30.79,2366200.0,0.6899999999999977,0.02292358803986703,2.0199999999999996,0.07021202641640589,,
99,,,2012-05-23 00:00:00+00:00,,30.56,31.05,29.5,31.02,1220400.0,0.46000000000000085,0.015052356020942436,0.23000000000000043,0.00746995777849957,,
99,,,2012-05-24 00:00:00+00:00,,31.25,31.25,29.69,30.32,1075600.0,-0.9299999999999997,-0.02975999999999999,-0.6999999999999993,-0.022566086395873652,,
99,,,2012-05-25 00:00:00+00:00,,30.16,30.4076,29.2,29.81,757000.0,-0.3500000000000014,-0.011604774535809066,-0.5100000000000016,-0.016820580474934066,,
99,,,2012-05-29 00:00:00+00:00,,30.01,31.93,30.01,31.69,1650000.0,1.6799999999999997,0.05598133955348216,1.8800000000000026,0.06306608520630674,,
99,,,2012-05-30 00:00:00+00:00,,31.08,31.42,30.24,30.41,1307200.0,-0.6699999999999982,-0.0215572715572715,-1.2800000000000011,-0.04039129062795843,,
99,,,2012-05-31 00:00:00+00:00,,30.07,30.29,28.75,29.5,1118700.0,-0.5700000000000003,-0.018955769870302636,-0.9100000000000001,-0.029924366984544593,,
99,,,2012-06-01 00:00:00+00:00,,28.53,29.16,27.76,28.15,885800.0,-0.38000000000000256,-0.013319313003855679,-1.3500000000000014,-0.045762711864406835,,
99,,,2012-06-04 00:00:00+00:00,,28.03,28.41,27.11,27.88,1030900.0,-0.15000000000000213,-0.005351409204423907,-0.2699999999999996,-0.009591474245115417,,
99,,,2012-06-05 00:00:00+00:00,,27.84,28.39,27.56,27.91,630900.0,0.07000000000000028,0.0025143678160919644,0.030000000000001137,0.0010760401721665591,,
99,,,2012-06-06 00:00:00+00:00,,28.2,29.45,28.14,29.22,909900.0,1.0199999999999996,0.03617021276595743,1.3099999999999987,0.04693658187029737,,
99,,,2012-06-07 00:00:00+00:00,,29.81,29.87,28.85,28.93,492100.0,-0.879999999999999,-0.029520295202951997,-0.28999999999999915,-0.009924709103353857,,
99,,,2012-06-08 00:00:00+00:00,,28.86,30.19,28.1475,30.08,881100.0,1.2199999999999989,0.04227304227304223,1.1499999999999986,0.03975112340131348,,
99,,,2012-06-11 00:00:00+00:00,,30.31,31.0,28.9584,29.12,636000.0,-1.1899999999999977,-0.03926096997690524,-0.9599999999999973,-0.031914893617021156,,
99,,,2012-06-12 00:00:00+00:00,,29.23,29.84,28.81,29.66,569000.0,0.4299999999999997,0.014710913445090651,0.5399999999999991,0.018543956043955978,,
99,,,2012-06-13 00:00:00+00:00,,29.55,30.64,29.47,29.77,844100.0,0.21999999999999886,0.007445008460236848,0.10999999999999943,0.0037086985839513975,,
99,,,2012-06-14 00:00:00+00:00,,30.18,30.65,28.62,29.39,872200.0,-0.7899999999999991,-0.02617627567925776,-0.379999999999999,-0.012764528048370805,,
99,,,2012-06-15 00:00:00+00:00,,29.39,29.95,28.81,29.91,646800.0,0.5199999999999996,0.01769309288873765,0.5199999999999996,0.01769309288873755,,
99,,,2012-06-18 00:00:00+00:00,,29.94,32.33,29.5,31.84,1256800.0,1.8999999999999986,0.06346025384101531,1.9299999999999997,0.06452691407556,,
99,,,2012-06-19 00:00:00+00:00,,32.02,32.6594,31.5,32.09,911100.0,0.07000000000000028,0.002186133666458472,0.25000000000000355,0.007851758793969932,,
99,,,2012-06-20 00:00:00+00:00,,33.5,34.5,33.21,33.78,3422400.0,0.28000000000000114,0.008358208955223915,1.6899999999999977,0.05266438142723584,,
99,,,2012-06-21 00:00:00+00:00,,34.26,34.28,31.84,32.19,1891900.0,-2.0700000000000003,-0.06042031523642733,-1.5900000000000034,-0.047069271758437004,,
99,,,2012-06-22 00:00:00+00:00,,32.6,33.98,32.46,33.785,3046600.0,1.1849999999999952,0.036349693251533595,1.5949999999999989,0.04954954954954949,,
99,,,2012-06-25 00:00:00+00:00,,33.94,34.12,32.75,33.11,1498500.0,-0.8299999999999983,-0.024454920447849096,-0.6749999999999972,-0.019979280745893058,,
99,,,2012-06-26 00:00:00+00:00,,32.05,32.35,31.39,31.61,2613900.0,-0.4399999999999977,-0.013728549141965609,-1.5,-0.04530353367562667,,
99,,,2012-06-27 00:00:00+00:00,,31.9,32.445,31.57,31.96,1047200.0,0.060000000000002274,0.0018808777429467798,0.3500000000000014,0.011072445428661926,,
99,,,2012-06-28 00:00:00+00:00,,31.9,32.11,30.62,31.41,914100.0,-0.48999999999999844,-0.015360501567398072,-0.5500000000000007,-0.017209011264080143,,
99,,,2012-06-29 00:00:00+00:00,,32.8,32.8,31.0,31.29,1125800.0,-1.509999999999998,-0.0460365853658536,-0.120000000000001,-0.00382043935052534,,
99,,,2012-07-02 00:00:00+00:00,,31.35,31.7995,30.19,30.4,1315600.0,-0.9500000000000028,-0.03030303030303039,-0.8900000000000006,-0.02844359220198145,,
99,,,2012-07-03 00:00:00+00:00,,30.6,31.0,30.4,30.66,947000.0,0.05999999999999872,0.001960784313725448,0.26000000000000156,0.008552631578947478,,
99,,,2012-07-05 00:00:00+00:00,,30.81,31.67,30.8,31.23,1253800.0,0.4200000000000017,0.01363193768257065,0.5700000000000003,0.018590998043052753,,
99,,,2012-07-06 00:00:00+00:00,,30.99,31.73,30.8,30.99,784500.0,0.0,0.0,-0.240000000000002,-0.007684918347742653,,
99,,,2012-07-09 00:00:00+00:00,,30.94,31.83,30.67,31.49,910500.0,0.5499999999999972,0.01777634130575298,0.5,0.016134236850597006,,
99,,,2012-07-10 00:00:00+00:00,,31.54,32.48,30.89,31.27,758400.0,-0.2699999999999996,-0.008560558021559911,-0.21999999999999886,-0.006986344871387717,,
99,,,2012-07-11 00:00:00+00:00,,31.57,31.68,31.01,31.51,638600.0,-0.05999999999999872,-0.001900538485904299,0.240000000000002,0.007675087943716186,,
99,,,2012-07-12 00:00:00+00:00,,31.29,33.01,30.8,32.7,1125700.0,1.4100000000000037,0.04506232023010558,1.1900000000000013,0.03776578863852742,,
99,,,2012-07-13 00:00:00+00:00,,32.97,34.4,32.83,34.25,1304800.0,1.2800000000000011,0.0388231725811344,1.5499999999999972,0.04740061162079501,,
99,,,2012-07-16 00:00:00+00:00,,34.32,36.0,33.9,35.96,1744000.0,1.6400000000000006,0.047785547785547805,1.7100000000000009,0.04992700729927013,,
99,,,2012-07-17 00:00:00+00:00,,35.0,35.21,32.38,33.35,2569300.0,-1.6499999999999986,-0.047142857142857104,-2.6099999999999994,-0.07258064516129026,,
99,,,2012-07-18 00:00:00+00:00,,31.42,33.67,31.06,32.15,2881900.0,0.7299999999999969,0.023233609166136118,-1.2000000000000028,-0.0359820089955023,,
99,,,2012-07-19 00:00:00+00:00,,32.72,33.15,32.04,32.27,1435900.0,-0.44999999999999574,-0.013753056234718697,0.12000000000000455,0.0037325038880249295,,
