,content,publish_time,s_publish_time,sentiment,1. open,2. high,3. low,4. close,5. volume,same_day_change,same_day_percentage_change,1_day_change,1_day_percentage_change,same_day_accuracy,1_day_accuracy
63,"Tesla Inc. had its worst week since Elon Musk’s effort to take the carmaker private fell apart, sending its market capitalization below Ford Motor Co.’s for the first time in over a year.",2019-04-26T16:59:47.675Z,2019-04-26 00:00:00+00:00,-1,246.5,246.68,231.13,235.14,22360709.0,-11.360000000000014,-0.04608519269776882,-12.490000000000009,-0.05043815369704807,0.04608519269776882,0.05043815369704807
64,"Tesla Inc. is revamping its organization in Asia to put more focus on China as the company prepares to start manufacturing in the world’s largest electric-car market, people familiar with the matter said.",2019-06-18T08:28:17.461Z,2019-06-18 00:00:00+00:00,1,228.72,234.74,222.56,224.74,12715788.0,-3.9799999999999898,-0.017401189227002404,-0.28999999999999204,-0.0012887170599474862,-0.017401189227002404,-0.0012887170599474862
65,"Tesla Inc. is edging closer to recording its second death cross since September, a bearish signal whereby a stock’s 50-day moving average crosses below the 200-day line. The electric-car maker fell as much as 3.4 percent on Tuesday after the U.S. Securities and Exchange Commission asked a judge to hold Chief Executive Officer Elon Musk in contempt for violating a settlement that required him to get Tesla’s approval before communicating material information to investors.",2019-02-26T16:42:14.489Z,2019-02-26 00:00:00+00:00,-1,292.22,302.01,288.7701,297.86,8582535.0,5.639999999999986,0.019300527000205275,-0.9099999999999682,-0.0030458212002543172,-0.019300527000205275,0.0030458212002543172
69,Tesla Inc. shares dropped in Tuesday’s pre-market after the U.S. Securities and Exchange Commission asked a judge to hold Elon Musk in contempt for violating a settlement agreement.,2019-02-26T13:49:20.308Z,2019-02-26 00:00:00+00:00,-1,292.22,302.01,288.7701,297.86,8582535.0,5.639999999999986,0.019300527000205275,-0.9099999999999682,-0.0030458212002543172,-0.019300527000205275,0.0030458212002543172
70,Tesla Inc. shares dropped in Tuesday’s pre-market after the U.S. Securities and Exchange Commission asked a judge to hold Elon Musk in contempt for violating a settlement agreement.,2019-02-26T13:49:20.308Z,2019-02-26 00:00:00+00:00,-1,292.22,302.01,288.7701,297.86,8582535.0,5.639999999999986,0.019300527000205275,-0.9099999999999682,-0.0030458212002543172,-0.019300527000205275,0.0030458212002543172
66,"The concerns around the demand for Tesla Inc.’s cars are resurfacing as the second quarter nears a close, with Goldman Sachs analyst David Tamberrino saying volume estimates for the second half of the year and beyond appear to be high, considering there are now fewer “levers to pull to stoke demand going forward.”",2019-06-20T12:05:16.113Z,2019-06-20 00:00:00+00:00,-1,223.0,226.9,216.35,219.62,11863462.0,-3.3799999999999955,-0.01515695067264572,-6.810000000000002,-0.030075520028264857,0.01515695067264572,0.030075520028264857
68,Tesla Inc. reported earnings that fell short of analysts’ estimates as Chief Executive Officer Elon Musk cuts jobs to keep the electric-car maker profitable.,2019-01-30T21:38:38.098Z,2019-01-30 00:00:00+00:00,-1,300.45,309.0,298.49,308.77,11250318.0,8.319999999999993,0.027691795639873503,11.310000000000002,0.0380219189134674,-0.027691795639873503,-0.0380219189134674
88,Being a Tesla Inc. shareholder has required a strong stomach over the past year as the stock price routinely posted double-digit price swings from one month to the next. Now options investors are bracing for even more volatility in the wake of the company’s earnings report.,2019-01-30T19:14:44.162Z,2019-01-30 00:00:00+00:00,1,300.45,309.0,298.49,308.77,11250318.0,8.319999999999993,0.027691795639873503,11.310000000000002,0.0380219189134674,0.027691795639873503,0.0380219189134674
71,"Tesla Inc.’s manic year of production took its toll on workers. Staff at the automaker’s lone assembly plant in Fremont, California, spent almost three times as many days off the job because of work-related injuries and illness in 2018 as the year before, an indication of just how much strain they were under as they manufactured electric cars at scale for the first time. When taking headcount growth into account, the amount of time away per worker doubled last year, according to Tesla’s report t",2019-03-19T13:06:12.367Z,2019-03-19 00:00:00+00:00,0,267.5,273.3,263.46,267.47,11800630.0,-0.029999999999972715,-0.00011214953271017838,-2.019999999999982,-0.007495639912427077,-0.0,-0.0
73,"Tesla Inc. could soon become more German, if Morgan Stanley’s prediction is right.",2019-11-07T10:19:51.512Z,2019-11-07 00:00:00+00:00,0,329.14,341.5,328.02,335.54,14467348.0,6.400000000000034,0.019444613234489986,8.960000000000036,0.027435850327637956,0.0,0.0
74,"As Tesla Inc.’s tumultuous first quarter draws to an end, another Wall Street analyst cautioned that the company’s vehicle deliveries for the period may disappoint.",2019-03-25T13:56:59.959Z,2019-03-25 00:00:00+00:00,-1,259.71,263.18,254.46,260.42,10215029.0,0.7100000000000364,0.0027338184898542083,-4.109999999999957,-0.015536990133444006,-0.0027338184898542083,0.015536990133444006
75,"Tesla Inc.’s home state of California accounted for almost half of all Model 3 registrations through the first 10 months of 2018, a sign that the electric-car maker is wildly popular in the Golden State but not yet ubiquitous in other parts of the country.",2019-01-16T22:30:02.261Z,2019-01-16 00:00:00+00:00,1,344.78,352.0,343.5,346.05,4691739.0,1.2700000000000387,0.0036835083241488448,1.6200000000000045,0.004703423046772848,0.0036835083241488448,0.004703423046772848
78,Tesla Inc.’s recent progress in a few key initiatives while showing increased efficiency in fulfilling its global order book -- all in a relatively quiet manner -- is music to the ears of one analyst.,2019-09-03T12:30:08.444Z,2019-09-03 00:00:00+00:00,1,224.08,228.95,223.16,225.01,5360546.0,0.9299999999999784,0.004150303463048815,-0.6000000000000227,-0.002659456584371389,0.004150303463048815,-0.002659456584371389
81,"Tesla Inc. shares plunged 5 percent Friday, the worst rout for the stock following one of Chief Executive Officer Elon Musk’s parties to hype a new product or service.",2019-03-15T20:20:40.098Z,2019-03-15 00:00:00+00:00,-1,283.51,283.7244,274.4,275.43,14785531.0,-8.079999999999984,-0.028499876547564404,-14.529999999999973,-0.05011036004966196,0.028499876547564404,0.05011036004966196
91,Tesla Inc.’s plunging stock price indicates investors want Elon Musk to quickly cut a deal with the Securities and Exchange Commission. The question is whether the notoriously unpredictable chief executive officer will take the hint.,2018-09-28T16:25:51.884Z,2018-09-28 00:00:00+00:00,0,270.26,278.0,260.56,264.77,33649700.0,-5.490000000000009,-0.02031377192333312,-42.75,-0.13901534859521336,-0.0,-0.0
92,A bipartisan group of senators introduced legislation Wednesday that would extend a lucrative tax credit for electric vehicles that could benefit companies like Tesla Inc. and General Motors Co.,2019-04-10T14:18:34.673Z,2019-04-10 00:00:00+00:00,1,276.74,278.38,272.8925,276.06,7061314.0,-0.6800000000000068,-0.002457180024571825,3.75,0.013771069736697061,-0.002457180024571825,0.013771069736697061
93,"Tesla Inc. shares rebounded from last week’s U.S. lawsuit over Elon Musk’s take-private tweets, as a settlement ensured the billionaire will keep calling the shots at the carmaker he’s said is on the verge of profitability.",2018-10-01T09:40:15.752Z,2018-10-01 00:00:00+00:00,-1,305.77,311.44,301.05,310.7,21777597.0,4.930000000000007,0.016123229878666996,45.93000000000001,0.17347131472598853,-0.016123229878666996,-0.17347131472598853
96,"Elon Musk may be starting to put those take-private tweets behind him, but his fortune will need more time to recover.",2018-10-01T22:02:05.175Z,2018-10-01 00:00:00+00:00,0,305.77,311.44,301.05,310.7,21777597.0,4.930000000000007,0.016123229878666996,45.93000000000001,0.17347131472598853,0.0,0.0
94,"Tesla fell 1.7 percent pre-market Tuesday, after Morgan Stanley forecast “an air pocket in demand that is coming earlier than we expected,” and cut its price target on the electric-vehicle maker to $260 from $283.",2019-03-12T11:20:27.611Z,2019-03-12 00:00:00+00:00,-1,286.49,288.07,281.06,283.36,7504137.0,-3.1299999999999955,-0.01092533770812243,-7.560000000000002,-0.025986525505293567,0.01092533770812243,0.025986525505293567
97,"Tesla may qualify to be included in the S&P 500 Index in the second quarter of next year, Macquarie analyst Maynard Um wrote in a note to clients. That is, if it manages to show sustained profitability over trailing 12 months.",2018-11-08T13:00:31.756Z,2018-11-08 00:00:00+00:00,0,348.5,357.5755,348.44,351.4,7090674.0,2.8999999999999773,0.008321377331420307,3.2399999999999523,0.00930606617647034,0.0,0.0
98,"The world’s biggest lithium-ion battery is about to get even bigger, with Tesla Inc. set to beef up capacity at the Hornsdale site in South Australia.",2019-11-19T01:04:54.375Z,2019-11-19 00:00:00+00:00,0,351.75,359.99,347.8,359.52,7736078.0,7.769999999999982,0.022089552238805918,9.529999999999973,0.027229349409983117,0.0,0.0
99,"Tesla Inc. sinks as much as 4.7 percent, briefly dipping below $300 a share, as questions about the profitability of its Model 3 linger even after the electric carmaker met its production goal of building 5,000 units a week.",2018-07-05T15:26:42.834Z,2018-07-05 00:00:00+00:00,1,313.76,314.39,296.22,309.16,17476374.0,-4.599999999999966,-0.014660887302396628,-1.6999999999999886,-0.005468699736215665,-0.014660887302396628,-0.005468699736215665
